customer_id,recency,frequency,monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,segment
13520,58,188,5669.4,60.26,81.88,90.45,83.52,1
13521,1,406,1092.39,98.82,93.78,56.6,73.34,1
13522,30,5,125.8,72.08,5.13,6.1,15.73,0
13523,33,201,5101.52,70.06,83.21,89.1,84.59,1
13524,40,27,680.18,66.89,31.64,42.67,43.21,0
13525,14,6,628.78,85.13,6.46,40.65,37.75,0
13526,738,37,1182.0,0.04,40.31,58.71,44.76,0
13527,33,429,4683.74,70.06,94.26,88.19,87.17,1
13529,78,15,307.76,53.46,18.32,21.62,25.47,0
13530,634,18,402.98,4.3,22.05,29.46,23.61,0
13531,205,75,1738.52,38.35,60.4,68.68,61.81,1
13532,33,66,210.31,70.06,56.84,14.18,34.51,0
13533,182,73,270.79,40.71,59.71,18.83,33.56,0
13534,2,392,7720.9,97.17,93.45,93.39,93.97,1
13535,402,1,89.5,20.83,0.86,2.89,5.01,0
13536,1,176,3448.29,98.82,80.71,83.24,84.87,1
13537,425,42,717.85,17.51,43.97,44.21,40.14,0
13538,43,138,3112.73,65.96,75.47,81.05,77.22,1
13539,85,86,1569.36,51.9,64.29,66.06,63.44,1
13540,467,32,632.39,13.62,36.31,40.84,35.49,0
13541,427,10,785.25,17.36,11.83,46.51,32.43,0
13542,376,327,4006.17,25.42,91.05,85.58,78.08,1
13543,634,46,1439.61,4.3,46.68,64.17,50.29,0
13544,39,234,829.0,67.44,86.03,48.27,61.72,1
13545,390,54,374.64,22.82,51.38,27.27,33.35,0
13546,12,149,1092.14,85.84,77.21,56.56,66.74,1
13547,408,43,172.98,20.12,44.73,10.87,21.74,0
13548,96,181,908.99,49.81,81.37,50.79,59.2,1
13549,25,59,1005.8,75.21,53.67,54.03,57.11,1
13550,383,40,349.51,23.97,42.53,25.34,29.95,0
13551,319,5,244.2,29.15,5.13,17.14,15.58,0
13552,66,206,6978.92,57.08,83.67,92.7,84.83,1
13553,674,85,517.8,2.48,63.91,35.65,38.58,0
13554,380,195,1638.28,24.69,82.54,67.21,65.12,1
13555,73,385,8999.19,54.93,93.18,94.57,88.23,1
13556,429,9,200.82,16.98,10.38,13.29,13.03,0
13557,28,180,3032.26,73.75,81.28,80.5,79.71,1
13558,5,167,605.06,92.78,79.69,39.58,58.79,1
13559,512,2,990.0,10.92,2.16,53.57,32.78,0
13560,7,32,174.37,91.75,36.31,11.0,30.2,0
13561,215,226,1820.72,37.46,85.21,69.86,69.3,1
13562,81,196,4838.18,52.55,82.64,88.53,81.49,1
13563,84,49,777.53,52.17,48.49,46.21,47.74,1
13564,354,1169,16630.8,27.95,99.25,97.85,87.76,1
13565,19,60,414.8,80.0,54.17,30.18,44.37,1
13566,40,356,1704.27,66.89,92.24,68.1,74.68,1
13567,428,197,1083.69,17.16,82.78,56.29,57.84,0
13568,173,41,192.85,41.49,43.2,12.73,25.58,0
13569,17,171,892.28,82.05,80.1,50.27,63.39,1
13570,243,27,239.49,35.17,31.64,16.71,23.66,0
13571,12,657,4546.54,85.84,97.1,87.68,90.04,1
13572,205,32,1384.25,38.35,36.31,63.09,51.88,0
13573,50,79,915.02,63.46,61.81,51.01,55.9,1
13574,411,84,421.25,19.55,63.56,30.78,38.27,0
13575,23,46,732.07,76.96,46.68,44.69,50.09,1
13576,10,268,11551.74,87.92,88.17,96.26,92.74,1
13577,25,167,3484.28,75.21,79.69,83.39,81.13,1
13578,409,9,147.66,19.93,10.38,8.27,10.61,0
13579,14,81,1539.04,85.13,62.63,65.62,67.71,1
13580,406,5,107.75,20.44,5.13,4.15,6.87,0
13581,309,33,280.53,30.05,37.08,19.36,25.93,0
13582,389,11,241.68,23.01,13.32,16.92,16.82,0
13583,155,95,1445.03,43.45,66.82,64.29,61.87,1
13584,306,79,392.45,30.23,61.81,28.74,38.22,0
13585,530,39,684.54,10.06,41.83,42.91,37.68,0
13586,541,20,131.53,9.49,24.59,6.61,12.08,0
13587,63,30,1673.5,58.53,34.62,67.57,56.99,1
13588,15,174,2478.95,84.24,80.47,76.69,78.88,1
13589,14,52,1120.74,85.13,50.28,57.26,59.49,1
13590,11,403,6349.59,86.73,93.72,91.63,91.48,1
13591,64,101,2093.94,58.01,68.21,73.14,69.49,1
13592,35,16,247.96,69.46,19.57,17.43,25.83,0
13593,108,406,5523.69,48.37,93.78,90.04,84.84,1
13594,52,33,533.32,62.42,37.08,36.3,40.43,0
13595,516,131,818.22,10.74,74.24,47.81,49.65,0
13596,5,138,697.04,92.78,75.47,43.37,59.77,1
13597,400,17,396.71,21.21,20.78,28.96,25.51,0
13598,47,87,789.59,64.23,64.63,46.75,54.38,1
13599,1,391,10167.63,98.82,93.41,95.64,95.49,1
13600,312,41,518.42,29.67,43.2,35.66,36.87,0
13601,45,182,1185.14,65.05,81.45,58.82,66.09,1
13602,64,58,1025.17,58.01,53.2,54.65,54.75,1
13603,26,27,164.34,74.47,31.64,10.13,25.81,0
13604,658,21,717.62,3.25,25.62,44.19,32.85,0
13605,387,52,522.67,23.3,50.28,35.85,38.01,0
13606,29,40,280.54,72.9,42.53,19.38,33.89,0
13607,40,117,1078.31,66.89,71.56,56.12,62.06,1
13608,540,31,236.2,9.61,35.52,16.54,20.81,0
13609,593,7,167.35,6.52,7.81,10.39,9.09,0
13610,12,391,2174.63,85.84,93.41,73.99,81.21,1
13611,89,224,3319.53,50.98,85.06,82.35,78.4,1
13612,632,50,818.29,4.41,49.13,47.83,41.68,0
13613,452,59,1039.85,14.69,53.67,55.13,48.65,0
13614,24,261,2359.19,76.03,87.75,75.63,79.08,1
13615,318,367,6272.53,29.28,92.66,91.49,82.49,1
13616,568,32,288.1,8.02,36.31,19.91,22.72,0
13617,40,104,1278.75,66.89,68.94,61.18,64.21,1
13618,173,13,177.34,41.49,15.88,11.33,17.13,0
13619,544,41,230.19,9.27,43.2,15.96,22.58,0
13620,528,5,112.34,10.23,5.13,4.77,5.69,0
13621,116,19,213.85,47.29,23.43,14.42,21.87,0
13622,696,32,658.95,1.61,36.31,41.75,34.2,0
13623,30,273,2566.49,72.08,88.42,77.32,79.65,1
13624,388,22,462.08,23.15,26.64,32.98,29.73,0
13625,596,21,301.26,6.37,25.62,20.85,20.01,0
13626,252,44,707.04,34.51,45.43,43.72,42.82,0
13627,59,129,2245.9,59.82,73.91,74.56,72.16,1
13628,676,16,310.14,2.39,19.57,21.86,18.3,0
13629,23,87,13370.86,76.96,64.63,97.04,84.95,1
13630,5,71,2031.78,92.78,58.95,72.35,71.66,1
13631,99,11,3070.42,49.55,13.32,80.78,57.2,1
13632,24,220,3648.15,76.03,84.71,84.13,83.07,1
13634,33,436,5027.78,70.06,94.34,88.94,87.62,1
13635,67,162,2999.16,56.72,78.96,80.35,76.42,1
13636,36,63,949.12,68.89,55.62,52.44,55.8,1
13637,52,94,809.25,62.42,66.55,47.54,55.09,1
13638,15,8,122.64,84.24,9.04,5.76,18.45,0
13639,74,58,1346.27,54.56,53.2,62.44,58.67,1
13640,611,4,405.0,5.54,4.04,29.61,18.84,0
13641,640,43,942.37,4.09,44.73,52.08,42.83,0
13642,215,102,514.72,37.46,68.45,35.44,44.99,0
13643,31,102,2156.77,71.35,68.45,73.87,71.98,1
13644,16,146,2624.26,83.19,76.79,77.92,78.39,1
13645,120,5,252.1,46.92,5.13,17.69,18.56,0
13646,399,58,326.25,21.39,53.2,23.48,31.49,0
13647,9,139,3071.68,89.18,75.65,80.81,80.62,1
13648,400,105,1759.07,21.21,69.17,69.0,61.88,1
13649,256,107,1678.88,34.09,69.66,67.65,63.18,1
13650,16,172,3288.0,83.19,80.21,82.18,81.78,1
13651,39,13,211.85,67.44,15.88,14.3,22.72,0
13652,45,141,2570.85,65.05,76.03,77.38,75.15,1
13653,487,9,152.2,12.34,10.38,8.75,9.74,0
13654,43,329,6308.0,65.96,91.14,91.54,87.59,1
13655,114,119,2280.51,47.58,71.93,74.93,69.99,1
13656,164,87,1078.85,42.46,64.63,56.13,56.46,1
13657,10,16,382.14,87.92,19.57,27.84,34.54,0
13658,9,237,6025.5,89.18,86.17,91.13,89.45,1
13659,205,268,4894.88,38.35,88.17,88.7,81.0,1
13660,400,39,314.59,21.21,41.83,22.39,27.65,0
13661,603,17,325.24,5.94,20.78,23.44,20.07,0
13662,85,136,2250.11,51.9,75.09,74.71,71.4,1
13663,179,99,2047.51,40.88,67.73,72.54,66.44,1
13665,386,106,1711.66,23.5,69.4,68.32,61.9,1
13666,60,18,127.05,59.32,22.05,6.22,18.62,0
13667,149,82,305.02,44.02,62.96,21.22,36.33,0
13668,2,747,13089.94,97.17,97.78,96.92,97.2,1
13669,50,14,413.55,63.46,17.13,30.11,31.48,0
13670,75,25,349.7,54.19,29.8,25.38,30.94,0
13671,394,61,194.95,22.21,54.63,12.87,25.96,0
13672,301,18,419.92,30.63,22.05,30.64,28.23,0
13673,18,57,396.92,80.97,52.73,29.0,43.44,1
13674,432,14,240.68,16.44,17.13,16.81,16.85,0
13675,151,25,486.82,43.83,29.8,34.04,34.32,0
13676,539,13,243.9,9.7,15.88,17.11,15.65,0
13677,404,106,556.19,20.61,69.4,37.49,43.89,0
13678,151,16,232.6,43.83,19.57,16.15,21.26,0
13679,493,50,281.26,12.0,49.13,19.48,26.66,0
13680,1,639,11435.67,98.82,96.92,96.22,96.81,1
13681,17,57,827.83,82.05,52.73,48.21,54.55,1
13682,187,3,59.5,40.03,3.06,1.4,7.66,0
13683,457,10,258.6,14.35,11.83,18.15,15.81,0
13684,285,107,596.98,31.49,69.66,39.1,46.51,0
13685,2,39,3119.44,97.17,41.83,81.13,72.54,1
13686,182,34,409.04,40.71,37.94,29.8,33.72,0
13687,438,45,11880.84,15.56,46.1,96.36,70.17,1
13688,635,5,375.5,4.26,5.13,27.36,17.67,0
13689,63,9,1259.5,58.53,10.38,60.58,46.22,0
13690,59,9,172.25,59.82,10.38,10.82,18.05,0
13691,396,53,210.78,21.65,50.85,14.23,25.6,0
13692,24,96,3114.4,76.03,67.09,81.08,76.41,1
13693,374,106,2011.82,25.92,69.4,72.11,64.43,1
13694,3,1519,196482.81,95.6,99.57,99.91,99.17,2
13695,31,96,2770.73,71.35,67.09,78.74,74.37,1
13696,421,24,2020.4,18.19,28.77,72.18,51.93,0
13697,38,12,151.3,67.87,14.64,8.68,19.23,0
13698,596,34,465.53,6.37,37.94,33.13,30.47,0
13699,155,37,764.15,43.45,40.31,45.61,43.8,0
13700,26,240,2613.46,74.47,86.45,77.77,79.7,1
13701,446,9,161.0,15.08,10.38,9.7,10.7,0
13702,445,5,135.18,15.16,5.13,7.01,7.71,0
13703,318,36,425.56,29.28,39.65,31.02,33.17,0
13704,5,134,2308.06,92.78,74.7,75.21,77.7,1
13705,7,74,2035.33,91.75,60.03,72.39,71.83,1
13706,302,38,631.17,30.53,41.08,40.72,39.29,0
13707,267,155,3365.86,32.96,78.08,82.67,73.93,1
13708,271,48,294.88,32.65,47.9,20.33,29.9,0
13709,3,407,7591.75,95.6,93.82,93.25,93.76,1
13710,31,15,509.52,71.35,18.32,35.24,35.92,0
13711,218,92,1792.26,37.1,65.96,69.45,63.62,1
13712,246,33,766.42,34.92,37.08,45.66,41.65,0
13713,408,76,743.26,20.12,60.77,45.06,45.72,0
13714,465,30,161.35,13.7,34.62,9.76,17.31,0
13715,281,500,8483.29,31.88,95.46,94.16,85.18,1
13716,269,21,138.28,32.74,25.62,7.47,16.34,0
13717,32,124,1763.3,70.68,72.87,69.04,70.36,1
13718,246,12,306.55,34.92,14.64,21.39,21.53,0
13719,15,247,2814.27,84.24,86.82,79.15,82.06,1
13720,116,43,799.9,47.29,44.73,47.27,46.56,0
13721,36,42,741.54,68.89,43.97,44.92,48.25,1
13722,131,189,5635.41,45.72,81.96,90.38,81.32,1
13723,217,56,1209.2,37.33,52.27,59.48,54.14,1
13724,637,39,213.01,4.21,41.83,14.35,20.53,0
13725,49,104,1980.56,63.98,68.94,71.82,69.84,1
13726,38,42,1079.66,67.87,43.97,56.2,54.53,1
13727,28,83,1080.05,73.75,63.25,56.22,60.82,1
13728,36,164,2855.17,68.89,79.2,79.32,77.72,1
13729,435,39,724.73,16.02,41.83,44.43,39.44,0
13730,135,43,752.6,45.23,44.73,45.32,45.14,0
13731,219,38,610.59,36.92,41.08,39.85,39.76,0
13732,28,33,491.86,73.75,37.08,34.26,40.97,0
13733,410,29,487.03,19.75,33.69,34.06,31.81,0
13734,508,27,6701.64,11.18,31.64,92.31,63.15,0
13735,24,622,9813.22,76.03,96.82,95.32,92.85,1
13736,5,547,2766.21,92.78,96.02,78.66,85.64,1
13737,200,29,339.6,38.81,33.69,24.62,29.29,0
13738,396,88,440.93,21.65,64.87,31.99,39.64,0
13739,18,6,292.2,80.97,6.46,20.15,25.44,0
13740,240,94,1597.77,35.49,66.55,66.54,61.89,1
13741,71,34,668.43,55.84,37.94,42.24,43.08,0
13742,16,305,3131.02,83.19,90.05,81.2,83.98,1
13743,2,41,1341.6,97.17,43.2,62.37,62.22,1
13744,95,63,1156.36,50.05,55.62,58.08,56.19,1
13745,162,56,777.36,42.66,52.27,46.19,47.36,0
13746,413,9,176.69,19.35,10.38,11.24,12.22,0
13747,373,5,249.4,26.17,5.13,17.48,15.33,0
13748,95,58,2268.35,50.05,53.2,74.9,65.1,1
13750,53,75,3602.18,61.89,60.4,83.8,73.96,1
13751,288,9,296.25,31.33,10.38,20.45,19.27,0
13752,124,94,1590.73,46.58,66.55,66.4,63.47,1
13753,287,80,2094.57,31.44,62.26,73.15,63.85,1
13754,151,21,447.05,43.83,25.62,32.25,32.13,0
13755,3,307,2161.35,95.6,90.22,73.91,81.73,1
13756,2,334,9207.5,97.17,91.28,94.77,94.15,1
13757,674,8,195.55,2.48,9.04,12.94,10.28,0
13758,11,282,9314.14,86.73,88.89,94.89,91.99,1
13759,33,25,659.41,70.06,29.8,41.76,42.66,0
13760,54,114,1363.64,61.48,71.03,62.76,64.89,1
13761,50,122,1952.17,63.46,72.47,71.5,70.56,1
13762,218,35,2472.48,37.1,38.89,76.62,60.13,1
13763,63,50,5217.44,58.53,49.13,89.42,73.51,1
13764,70,361,2942.31,56.27,92.4,79.96,79.89,1
13765,653,16,352.82,3.47,19.57,25.6,20.59,0
13766,495,16,190.35,11.93,19.57,12.47,14.38,0
13767,2,764,35540.53,97.17,97.92,99.2,98.53,1
13768,726,32,875.97,1.0,36.31,49.87,38.74,0
13769,2,275,5800.42,97.17,88.55,90.77,91.11,1
13770,422,48,785.37,18.02,47.9,46.53,42.64,0
13771,64,216,5728.82,58.01,84.35,90.64,83.98,1
13772,33,548,3114.22,70.06,96.05,81.07,83.61,1
13773,396,19,301.54,21.65,23.43,20.9,21.72,0
13774,81,22,345.0,52.55,26.64,25.02,29.6,0
13775,590,63,1049.66,6.83,55.62,55.31,48.13,0
13777,0,355,56478.42,100.0,92.18,99.49,97.52,1
13778,103,44,1124.49,49.13,45.43,57.38,52.8,1
13779,515,27,161.13,10.78,31.64,9.72,16.02,0
13780,7,92,735.82,91.75,65.96,44.84,57.79,1
13781,250,57,778.83,34.58,52.73,46.27,46.33,0
13782,12,238,1793.72,85.84,86.26,69.48,76.63,1
13783,487,10,1542.09,12.34,11.83,65.68,42.6,0
13784,9,43,2910.23,89.18,44.73,79.75,71.36,1
13785,428,30,542.49,17.16,34.62,36.79,33.24,0
13786,367,115,3358.94,26.89,71.21,82.64,71.08,1
13787,75,79,1222.5,54.19,61.81,59.79,59.52,1
13788,505,1,3.75,11.33,0.86,0.04,1.97,0
13789,388,18,239.46,23.15,22.05,16.7,19.16,0
13790,4,45,348.8,93.99,46.1,25.27,41.41,1
13791,127,11,1516.0,46.32,13.32,65.31,47.91,0
13792,66,23,383.95,57.08,27.7,27.97,32.26,0
13793,646,7,96.0,3.79,7.81,3.3,4.63,0
13794,546,9,126.03,9.2,10.38,6.13,7.78,0
13795,388,29,836.3,23.15,33.69,48.53,40.57,0
13796,499,22,289.7,11.81,26.64,20.01,20.64,0
13797,436,78,1179.45,15.84,61.39,58.61,52.97,0
13798,1,718,75836.87,98.82,97.53,99.68,98.95,1
13799,116,106,2803.57,47.29,69.4,78.98,71.55,1
13800,309,73,1679.56,30.05,59.71,67.67,59.8,1
13801,66,23,324.8,57.08,27.7,23.41,29.66,0
13802,138,448,26259.11,44.94,94.55,98.86,89.56,1
13803,255,78,1338.91,34.18,61.39,62.32,57.84,1
13804,30,167,3208.52,72.08,79.69,81.77,79.73,1
13805,52,13,924.6,62.42,15.88,51.5,43.17,0
13806,63,10,256.38,58.53,11.83,17.99,22.35,0
13807,367,25,534.8,26.89,29.8,36.38,33.11,0
13808,5,76,1747.66,92.78,60.77,68.85,70.17,1
13809,305,24,679.7,30.3,28.77,42.65,36.91,0
13810,28,32,827.51,73.75,36.31,48.15,48.68,1
13811,183,10,519.75,40.6,11.83,35.75,29.78,0
13812,42,33,485.0,66.38,37.08,33.95,39.69,0
13813,39,135,2387.47,67.44,74.91,75.82,74.31,1
13814,92,79,2257.32,50.58,61.81,74.79,67.53,1
13815,22,349,6737.74,78.0,91.93,92.45,90.13,1
13816,23,26,499.67,76.96,30.75,34.76,39.97,0
13817,29,22,328.98,72.9,26.64,23.72,31.91,0
13818,429,5,61.28,16.98,5.13,1.5,4.84,0
13819,301,101,2642.35,30.63,68.21,78.04,68.18,1
13820,418,84,660.65,18.56,63.56,41.88,44.45,0
13821,144,204,1410.73,44.44,83.49,63.48,66.23,1
13822,5,95,632.0,92.78,66.82,40.77,55.87,1
13823,18,163,3403.45,80.97,79.1,82.81,81.49,1
13824,32,100,3314.76,70.68,67.96,82.28,76.53,1
13825,621,40,255.59,5.11,42.53,17.94,22.9,0
13826,176,10,189.5,41.25,11.83,12.41,16.57,0
13827,57,92,412.05,60.75,65.96,29.99,44.68,1
13828,22,15,209.49,78.0,18.32,14.15,24.89,0
13829,421,1,102.0,18.19,0.86,3.7,5.08,0
13830,581,11,156.85,7.27,13.32,9.16,10.04,0
13831,16,180,7023.58,83.19,81.28,92.75,88.11,1
13832,19,54,613.69,80.0,51.38,40.05,49.22,1
13833,159,44,701.36,42.89,45.43,43.49,43.94,0
13834,576,16,324.19,7.61,19.57,23.33,19.92,0
13835,25,71,1095.27,75.21,58.95,56.66,60.09,1
13836,399,31,620.37,21.39,35.52,40.36,36.16,0
13837,211,18,271.24,37.99,22.05,18.87,22.63,0
13838,5,390,1966.09,92.78,93.39,71.67,80.92,1
13839,486,7,139.95,12.41,7.81,7.62,8.39,0
13840,416,40,651.4,18.91,42.53,41.42,38.36,0
13841,252,1,85.0,34.51,0.86,2.7,6.96,0
13842,58,335,5629.91,60.26,91.32,90.35,86.1,1
13843,381,18,319.75,24.44,22.05,22.88,22.88,0
13844,11,20,361.62,86.73,24.59,26.4,34.94,0
13845,64,9,312.98,58.01,10.38,22.25,24.29,0
13846,24,81,1307.79,76.03,62.63,61.77,64.15,1
13847,719,19,310.72,1.51,23.43,22.01,19.33,0
13848,92,10,3335.0,50.58,11.83,82.5,57.93,1
13849,51,220,3469.3,62.88,84.71,83.3,80.63,1
13850,129,93,1595.48,45.96,66.3,66.49,63.36,1
13851,95,140,4606.46,50.05,75.82,87.92,78.85,1
13852,610,11,187.35,5.63,13.32,12.17,11.51,0
13853,57,23,1090.14,60.75,27.7,56.48,49.06,1
13854,8,178,12253.96,90.45,81.02,96.6,91.31,1
13855,500,73,1310.34,11.71,59.71,61.88,53.75,0
13856,168,54,1142.03,42.2,51.38,57.84,53.69,1
13857,393,124,1000.91,22.47,72.87,53.83,54.46,0
13858,57,11,216.17,60.75,13.32,14.64,21.19,0
13859,326,35,515.86,28.74,38.89,35.49,35.43,0
13860,1,76,1245.9,98.82,60.77,60.27,66.19,1
13861,429,21,273.26,16.98,25.62,19.05,20.58,0
13862,18,160,2556.09,80.97,78.8,77.2,78.22,1
13863,247,70,1239.55,34.81,58.52,60.15,55.89,1
13864,386,1,662.4,23.5,0.86,41.99,27.7,0
13865,58,30,501.56,60.26,34.62,34.91,38.63,0
13866,74,7,145.67,54.56,7.81,8.08,14.98,0
13867,31,59,1015.29,71.35,53.67,54.36,56.72,1
13868,7,33,3192.54,91.75,37.08,81.65,70.68,1
13869,123,811,8111.57,46.67,98.09,93.78,87.92,1
13870,2,241,5712.08,97.17,86.53,90.57,90.43,1
13871,22,402,7885.85,78.0,93.68,93.61,91.29,1
13872,527,57,919.57,10.3,52.73,51.26,45.53,0
13873,119,60,1038.92,47.04,54.17,55.09,53.63,1
13874,358,69,2049.15,27.77,58.13,72.62,61.84,1
13875,53,270,4814.37,61.89,88.26,88.43,84.4,1
13876,63,7,122.7,58.53,7.81,5.78,14.26,0
13877,86,23,449.68,51.66,27.7,32.4,33.97,0
13878,54,100,2473.06,61.48,67.96,76.64,71.94,1
13879,645,25,395.5,3.86,29.8,28.91,25.4,0
13880,21,223,4391.66,79.01,84.94,87.06,85.26,1
13881,3,457,45179.1,95.6,94.67,99.38,97.5,1
13882,2,65,1191.13,97.17,56.46,58.95,63.99,1
13883,10,314,6535.37,87.92,90.56,91.97,90.97,1
13884,7,174,1888.48,91.75,80.47,70.68,76.58,1
13885,189,28,506.8,39.9,32.66,35.01,35.09,0
13886,71,16,243.56,55.84,19.57,17.07,23.59,0
13887,204,19,349.55,38.47,23.43,25.36,26.79,0
13888,119,158,2169.05,47.04,78.49,73.96,71.19,1
13889,92,83,1991.23,50.58,63.25,71.92,66.29,1
13890,1,173,2927.38,98.82,80.33,79.85,82.83,1
13891,378,98,863.56,25.21,67.53,49.49,50.9,0
13892,26,36,1267.65,74.47,39.65,60.8,56.93,1
13893,297,21,821.1,30.77,25.62,47.93,39.11,0
13894,23,26,564.62,76.96,30.75,37.83,41.72,0
13895,28,186,4008.52,73.75,81.68,85.61,82.73,1
13896,625,21,388.55,4.86,25.62,28.42,24.1,0
13897,50,59,1160.72,63.46,53.67,58.29,57.77,1
13898,325,46,686.4,28.82,46.68,43.01,41.91,0
13899,16,19,388.52,83.19,23.43,28.4,35.23,0
13900,183,95,1610.59,40.6,66.82,66.78,62.87,1
13901,72,310,5676.34,55.35,90.35,90.46,85.17,1
13902,632,62,34023.26,4.41,55.13,99.15,72.61,1
13903,400,10,165.45,21.21,11.83,10.24,12.33,0
13904,37,26,332.64,68.33,30.75,24.11,32.6,0
13905,732,12,312.65,0.58,14.64,22.21,16.85,0
13906,409,1,42.0,19.93,0.86,0.91,3.75,0
13907,691,4,136.8,1.71,4.04,7.33,5.57,0
13908,79,121,2319.55,53.08,72.23,75.34,71.13,1
13909,423,37,286.6,17.81,40.31,19.84,25.27,0
13911,57,238,4234.99,60.75,86.26,86.41,82.52,1
13912,423,7,124.95,17.81,7.81,6.02,8.29,0
13913,506,3,42.22,11.26,3.06,0.92,3.07,0
13914,11,33,626.45,86.73,37.08,40.52,46.49,1
13915,394,2,70.8,22.21,2.16,1.85,4.99,0
13916,463,74,1275.81,13.95,60.03,61.0,53.67,0
13917,49,18,272.04,63.98,22.05,19.0,26.6,0
13918,49,30,1212.84,63.98,34.62,59.57,53.24,1
13919,59,73,1252.68,59.82,59.71,60.48,60.16,1
13920,431,86,1774.68,16.65,64.29,69.21,59.95,0
13921,402,44,730.7,20.83,45.43,44.57,41.25,0
13922,351,30,865.2,28.05,34.62,49.54,42.14,0
13923,53,20,351.13,61.89,24.59,25.55,30.73,0
13924,1,117,1838.85,98.82,71.56,70.13,74.83,1
13925,92,41,678.25,50.58,43.2,42.55,43.94,0
13926,23,11,223.85,76.96,13.32,15.31,24.0,0
13927,74,41,708.26,54.56,43.2,43.83,45.26,0
13928,10,27,464.57,87.92,31.64,33.07,40.89,1
13929,169,57,3494.1,42.07,52.73,83.42,68.63,1
13930,57,17,337.34,60.75,20.78,24.45,28.87,0
13931,95,271,5257.38,50.05,88.33,89.52,83.27,1
13932,294,16,307.4,30.99,19.57,21.55,22.41,0
13933,109,23,608.79,48.23,27.7,39.76,37.66,0
13934,263,31,922.1,33.43,35.52,51.35,44.23,0
13935,596,80,6116.92,6.37,62.26,91.27,70.41,0
13936,179,59,939.66,40.88,53.67,51.93,50.76,0
13937,169,54,880.13,42.07,51.38,50.0,49.19,0
13938,35,7,71.66,69.46,7.81,1.93,13.71,0
13939,23,110,1560.96,76.96,70.32,65.94,68.82,1
13940,17,49,839.14,82.05,48.49,48.62,53.59,1
13941,21,94,11122.3,79.01,66.55,96.02,85.22,1
13942,534,1,320.0,9.91,0.86,22.9,14.78,0
13943,577,15,246.54,7.52,18.32,17.33,16.13,0
13944,653,35,200.43,3.47,38.89,13.23,18.95,0
13945,394,51,854.15,22.21,49.74,49.25,45.33,0
13946,79,56,1876.23,53.08,52.27,70.52,62.8,1
13947,65,5,90.6,57.51,5.13,3.01,11.78,0
13948,360,24,548.76,27.57,28.77,37.13,33.36,0
13949,2,160,2427.32,97.17,78.8,76.26,80.11,1
13950,11,35,745.06,86.73,38.89,45.13,49.62,1
13951,176,39,674.45,41.25,41.83,42.43,42.09,0
13952,217,408,12823.52,37.33,93.85,96.84,87.07,1
13953,7,25,6640.68,91.75,29.8,92.17,74.65,1
13954,1,25,439.92,98.82,29.8,31.94,41.37,1
13955,154,85,545.17,43.61,63.91,36.91,45.47,0
13956,5,141,1026.42,92.78,76.03,54.7,66.38,1
13957,417,27,458.25,18.74,31.64,32.86,30.4,0
13958,379,227,4709.23,24.95,85.31,88.23,77.92,1
13959,79,153,1076.18,53.08,77.75,56.03,61.67,1
13960,21,12,230.22,79.01,14.64,15.98,25.06,0
13961,392,19,538.4,22.65,23.43,36.57,30.8,0
13962,21,23,362.8,79.01,27.7,26.52,34.73,0
13963,308,165,3011.87,30.14,79.31,80.43,72.57,1
13964,387,24,438.9,23.3,28.77,31.84,29.7,0
13965,476,24,996.61,12.99,28.77,53.69,40.61,0
13966,435,21,390.86,16.02,25.62,28.67,25.92,0
13967,145,6,166.3,44.37,6.46,10.29,14.33,0
13968,423,8,123.66,17.81,9.04,5.84,8.53,0
13969,7,1049,13365.87,91.75,99.02,97.03,96.79,1
13970,386,13,846.55,23.5,15.88,48.94,35.87,0
13971,18,255,4667.57,80.97,87.25,88.12,86.81,1
13972,70,15,190.25,56.27,18.32,12.46,20.67,0
13973,287,11,264.7,31.44,13.32,18.49,18.98,0
13974,49,43,677.72,63.98,44.73,42.53,46.36,1
13975,31,715,5358.84,71.35,97.5,89.66,89.11,1
13976,206,56,1192.36,38.27,52.27,58.99,54.0,1
13977,411,13,519.81,19.55,15.88,35.77,27.77,0
13978,14,15,196.79,85.13,18.32,12.99,25.3,0
13979,73,382,3409.93,54.93,93.13,82.88,81.56,1
13980,60,61,799.92,59.32,54.63,47.28,51.15,1
13981,415,22,331.14,19.01,26.64,23.97,23.98,0
13982,39,217,4445.59,67.44,84.46,87.32,83.54,1
13983,29,320,7108.45,72.9,90.81,92.87,89.3,1
13984,26,85,2048.6,74.47,63.91,72.61,70.45,1
13985,4,480,10020.86,93.99,95.08,95.57,95.2,1
13986,17,12,320.46,82.05,14.64,22.93,29.48,0
13987,379,46,682.54,24.95,46.68,42.74,41.18,0
13988,19,290,4757.8,80.0,89.29,88.38,87.38,1
13989,65,86,2026.06,57.51,64.29,72.27,67.82,1
13990,213,16,311.3,37.68,19.57,22.11,23.74,0
13991,12,79,854.97,85.84,61.81,49.27,58.26,1
13992,30,11,219.5,72.08,13.32,15.02,23.1,0
13993,42,261,6775.71,66.38,87.75,92.48,87.24,1
13994,3,144,2313.14,95.6,76.51,75.26,78.66,1
13995,15,230,3902.01,84.24,85.55,85.24,85.18,1
13996,386,32,845.76,23.5,36.31,48.91,41.57,0
13997,519,44,382.31,10.67,45.43,27.85,30.2,0
13998,446,31,566.7,15.08,35.52,37.9,33.81,0
