customer_id,segment,nombre_segmento,estrategia_comercial
14209,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14210,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14211,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14212,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14213,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14214,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14215,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14216,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14217,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14218,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14219,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14220,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14221,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14222,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14223,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14224,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14225,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14226,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14227,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14228,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14229,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14230,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14231,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14232,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14233,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14234,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14235,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14236,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14237,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14238,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14239,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14240,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14241,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14242,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14243,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14244,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14245,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14246,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14247,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14248,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14249,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14250,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14251,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14252,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14253,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14254,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14256,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14257,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14258,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14259,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14260,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14261,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14262,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14263,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14264,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14265,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14266,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14267,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14268,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14269,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14270,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14271,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14272,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14273,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14274,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14275,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14276,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14277,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14278,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14279,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14280,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14281,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14282,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14283,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14284,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14285,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14286,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14287,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14288,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14289,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14290,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14291,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14292,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14293,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14294,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14295,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14296,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14297,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14298,2,Clientes VIP,"Gerente de cuenta dedicado, condiciones comerciales premium y precios especiales, acceso prioritario a nuevos productos, programas de fidelizacion exclusivos"
14299,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14300,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14301,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14302,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14303,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14304,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14305,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14306,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14307,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14309,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14310,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14311,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14312,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14314,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14315,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14316,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14317,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14318,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14319,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14320,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14321,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14322,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14323,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14324,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14325,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14326,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14327,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14329,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14330,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14331,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14332,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14333,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14334,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14335,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14336,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14338,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14339,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14340,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14341,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14342,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14343,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14344,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14345,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14346,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14347,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14348,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14349,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14350,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14351,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14352,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14353,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14354,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14355,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14356,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14357,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14358,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14359,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14360,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14361,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14362,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14363,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14364,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14365,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14366,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14367,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14368,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14369,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14370,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14371,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14372,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14373,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14374,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14375,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14376,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14377,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14378,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14379,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14381,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14382,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14383,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14384,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14385,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14386,0,Clientes en riesgo,"Contacto directo para identificar problemas, descuentos agresivos de recuperacion, ofertas ""ultima oportunidad"", mejora de condiciones comerciales, visitas comerciales"
14387,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
14388,1,Clientes Leales,"Programa de fidelizacion con beneficios progresivos, descuentos por volumen y promociones exclusivas, cross-selling de productos complementarios, invitacion a programa VIP"
