customer_id,recency,frequency,monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score
13755,3,307,2161.35,95.6,90.22,73.91,81.73
13756,2,334,9207.5,97.17,91.28,94.77,94.15
13757,674,8,195.55,2.48,9.04,12.94,10.28
13758,11,282,9314.14,86.73,88.89,94.89,91.99
13759,33,25,659.41,70.06,29.8,41.76,42.66
13760,54,114,1363.64,61.48,71.03,62.76,64.89
13761,50,122,1952.17,63.46,72.47,71.5,70.56
13762,218,35,2472.48,37.1,38.89,76.62,60.13
13763,63,50,5217.44,58.53,49.13,89.42,73.51
13764,70,361,2942.31,56.27,92.4,79.96,79.89
13765,653,16,352.82,3.47,19.57,25.6,20.59
13766,495,16,190.35,11.93,19.57,12.47,14.38
13767,2,764,35540.53,97.17,97.92,99.2,98.53
13768,726,32,875.97,1.0,36.31,49.87,38.74
13769,2,275,5800.42,97.17,88.55,90.77,91.11
13770,422,48,785.37,18.02,47.9,46.53,42.64
13771,64,216,5728.82,58.01,84.35,90.64,83.98
13772,33,548,3114.22,70.06,96.05,81.07,83.61
13773,396,19,301.54,21.65,23.43,20.9,21.72
13774,81,22,345.0,52.55,26.64,25.02,29.6
13775,590,63,1049.66,6.83,55.62,55.31,48.13
13777,0,355,56478.42,100.0,92.18,99.49,97.52
13778,103,44,1124.49,49.13,45.43,57.38,52.8
13779,515,27,161.13,10.78,31.64,9.72,16.02
13780,7,92,735.82,91.75,65.96,44.84,57.79
13781,250,57,778.83,34.58,52.73,46.27,46.33
13782,12,238,1793.72,85.84,86.26,69.48,76.63
13783,487,10,1542.09,12.34,11.83,65.68,42.6
13784,9,43,2910.23,89.18,44.73,79.75,71.36
13785,428,30,542.49,17.16,34.62,36.79,33.24
13786,367,115,3358.94,26.89,71.21,82.64,71.08
13787,75,79,1222.5,54.19,61.81,59.79,59.52
13788,505,1,3.75,11.33,0.86,0.04,1.97
13789,388,18,239.46,23.15,22.05,16.7,19.16
13790,4,45,348.8,93.99,46.1,25.27,41.41
13791,127,11,1516.0,46.32,13.32,65.31,47.91
13792,66,23,383.95,57.08,27.7,27.97,32.26
13793,646,7,96.0,3.79,7.81,3.3,4.63
13794,546,9,126.03,9.2,10.38,6.13,7.78
13795,388,29,836.3,23.15,33.69,48.53,40.57
13796,499,22,289.7,11.81,26.64,20.01,20.64
13797,436,78,1179.45,15.84,61.39,58.61,52.97
13798,1,718,75836.87,98.82,97.53,99.68,98.95
13799,116,106,2803.57,47.29,69.4,78.98,71.55
13800,309,73,1679.56,30.05,59.71,67.67,59.8
13801,66,23,324.8,57.08,27.7,23.41,29.66
13802,138,448,26259.11,44.94,94.55,98.86,89.56
13803,255,78,1338.91,34.18,61.39,62.32,57.84
13804,30,167,3208.52,72.08,79.69,81.77,79.73
13805,52,13,924.6,62.42,15.88,51.5,43.17
13806,63,10,256.38,58.53,11.83,17.99,22.35
13807,367,25,534.8,26.89,29.8,36.38,33.11
13808,5,76,1747.66,92.78,60.77,68.85,70.17
13809,305,24,679.7,30.3,28.77,42.65,36.91
13810,28,32,827.51,73.75,36.31,48.15,48.68
13811,183,10,519.75,40.6,11.83,35.75,29.78
13812,42,33,485.0,66.38,37.08,33.95,39.69
13813,39,135,2387.47,67.44,74.91,75.82,74.31
13814,92,79,2257.32,50.58,61.81,74.79,67.53
13815,22,349,6737.74,78.0,91.93,92.45,90.13
13816,23,26,499.67,76.96,30.75,34.76,39.97
13817,29,22,328.98,72.9,26.64,23.72,31.91
13818,429,5,61.28,16.98,5.13,1.5,4.84
13819,301,101,2642.35,30.63,68.21,78.04,68.18
13820,418,84,660.65,18.56,63.56,41.88,44.45
13821,144,204,1410.73,44.44,83.49,63.48,66.23
13822,5,95,632.0,92.78,66.82,40.77,55.87
13823,18,163,3403.45,80.97,79.1,82.81,81.49
13824,32,100,3314.76,70.68,67.96,82.28,76.53
13825,621,40,255.59,5.11,42.53,17.94,22.9
13826,176,10,189.5,41.25,11.83,12.41,16.57
13827,57,92,412.05,60.75,65.96,29.99,44.68
13828,22,15,209.49,78.0,18.32,14.15,24.89
13829,421,1,102.0,18.19,0.86,3.7,5.08
13830,581,11,156.85,7.27,13.32,9.16,10.04
13831,16,180,7023.58,83.19,81.28,92.75,88.11
13832,19,54,613.69,80.0,51.38,40.05,49.22
13833,159,44,701.36,42.89,45.43,43.49,43.94
13834,576,16,324.19,7.61,19.57,23.33,19.92
13835,25,71,1095.27,75.21,58.95,56.66,60.09
13836,399,31,620.37,21.39,35.52,40.36,36.16
13837,211,18,271.24,37.99,22.05,18.87,22.63
13838,5,390,1966.09,92.78,93.39,71.67,80.92
13839,486,7,139.95,12.41,7.81,7.62,8.39
13840,416,40,651.4,18.91,42.53,41.42,38.36
13841,252,1,85.0,34.51,0.86,2.7,6.96
13842,58,335,5629.91,60.26,91.32,90.35,86.1
13843,381,18,319.75,24.44,22.05,22.88,22.88
13844,11,20,361.62,86.73,24.59,26.4,34.94
13845,64,9,312.98,58.01,10.38,22.25,24.29
13846,24,81,1307.79,76.03,62.63,61.77,64.15
13847,719,19,310.72,1.51,23.43,22.01,19.33
13848,92,10,3335.0,50.58,11.83,82.5,57.93
13849,51,220,3469.3,62.88,84.71,83.3,80.63
13850,129,93,1595.48,45.96,66.3,66.49,63.36
13851,95,140,4606.46,50.05,75.82,87.92,78.85
13852,610,11,187.35,5.63,13.32,12.17,11.51
13853,57,23,1090.14,60.75,27.7,56.48,49.06
13854,8,178,12253.96,90.45,81.02,96.6,91.31
13855,500,73,1310.34,11.71,59.71,61.88,53.75
13856,168,54,1142.03,42.2,51.38,57.84,53.69
13857,393,124,1000.91,22.47,72.87,53.83,54.46
13858,57,11,216.17,60.75,13.32,14.64,21.19
13859,326,35,515.86,28.74,38.89,35.49,35.43
13860,1,76,1245.9,98.82,60.77,60.27,66.19
13861,429,21,273.26,16.98,25.62,19.05,20.58
13862,18,160,2556.09,80.97,78.8,77.2,78.22
13863,247,70,1239.55,34.81,58.52,60.15,55.89
13864,386,1,662.4,23.5,0.86,41.99,27.7
13865,58,30,501.56,60.26,34.62,34.91,38.63
13866,74,7,145.67,54.56,7.81,8.08,14.98
13867,31,59,1015.29,71.35,53.67,54.36,56.72
13868,7,33,3192.54,91.75,37.08,81.65,70.68
13869,123,811,8111.57,46.67,98.09,93.78,87.92
13870,2,241,5712.08,97.17,86.53,90.57,90.43
13871,22,402,7885.85,78.0,93.68,93.61,91.29
13872,527,57,919.57,10.3,52.73,51.26,45.53
13873,119,60,1038.92,47.04,54.17,55.09,53.63
13874,358,69,2049.15,27.77,58.13,72.62,61.84
13875,53,270,4814.37,61.89,88.26,88.43,84.4
13876,63,7,122.7,58.53,7.81,5.78,14.26
13877,86,23,449.68,51.66,27.7,32.4,33.97
13878,54,100,2473.06,61.48,67.96,76.64,71.94
13879,645,25,395.5,3.86,29.8,28.91,25.4
13880,21,223,4391.66,79.01,84.94,87.06,85.26
13881,3,457,45179.1,95.6,94.67,99.38,97.5
13882,2,65,1191.13,97.17,56.46,58.95,63.99
13883,10,314,6535.37,87.92,90.56,91.97,90.97
13884,7,174,1888.48,91.75,80.47,70.68,76.58
13885,189,28,506.8,39.9,32.66,35.01,35.09
13886,71,16,243.56,55.84,19.57,17.07,23.59
13887,204,19,349.55,38.47,23.43,25.36,26.79
13888,119,158,2169.05,47.04,78.49,73.96,71.19
13889,92,83,1991.23,50.58,63.25,71.92,66.29
13890,1,173,2927.38,98.82,80.33,79.85,82.83
13891,378,98,863.56,25.21,67.53,49.49,50.9
13892,26,36,1267.65,74.47,39.65,60.8,56.93
13893,297,21,821.1,30.77,25.62,47.93,39.11
13894,23,26,564.62,76.96,30.75,37.83,41.72
13895,28,186,4008.52,73.75,81.68,85.61,82.73
13896,625,21,388.55,4.86,25.62,28.42,24.1
13897,50,59,1160.72,63.46,53.67,58.29,57.77
13898,325,46,686.4,28.82,46.68,43.01,41.91
13899,16,19,388.52,83.19,23.43,28.4,35.23
13900,183,95,1610.59,40.6,66.82,66.78,62.87
13901,72,310,5676.34,55.35,90.35,90.46,85.17
13902,632,62,34023.26,4.41,55.13,99.15,72.61
13903,400,10,165.45,21.21,11.83,10.24,12.33
13904,37,26,332.64,68.33,30.75,24.11,32.6
13905,732,12,312.65,0.58,14.64,22.21,16.85
13906,409,1,42.0,19.93,0.86,0.91,3.75
13907,691,4,136.8,1.71,4.04,7.33,5.57
13908,79,121,2319.55,53.08,72.23,75.34,71.13
13909,423,37,286.6,17.81,40.31,19.84,25.27
13911,57,238,4234.99,60.75,86.26,86.41,82.52
13912,423,7,124.95,17.81,7.81,6.02,8.29
13913,506,3,42.22,11.26,3.06,0.92,3.07
13914,11,33,626.45,86.73,37.08,40.52,46.49
13915,394,2,70.8,22.21,2.16,1.85,4.99
13916,463,74,1275.81,13.95,60.03,61.0,53.67
13917,49,18,272.04,63.98,22.05,19.0,26.6
13918,49,30,1212.84,63.98,34.62,59.57,53.24
13919,59,73,1252.68,59.82,59.71,60.48,60.16
13920,431,86,1774.68,16.65,64.29,69.21,59.95
13921,402,44,730.7,20.83,45.43,44.57,41.25
13922,351,30,865.2,28.05,34.62,49.54,42.14
13923,53,20,351.13,61.89,24.59,25.55,30.73
13924,1,117,1838.85,98.82,71.56,70.13,74.83
13925,92,41,678.25,50.58,43.2,42.55,43.94
13926,23,11,223.85,76.96,13.32,15.31,24.0
13927,74,41,708.26,54.56,43.2,43.83,45.26
13928,10,27,464.57,87.92,31.64,33.07,40.89
13929,169,57,3494.1,42.07,52.73,83.42,68.63
13930,57,17,337.34,60.75,20.78,24.45,28.87
13931,95,271,5257.38,50.05,88.33,89.52,83.27
13932,294,16,307.4,30.99,19.57,21.55,22.41
13933,109,23,608.79,48.23,27.7,39.76,37.66
13934,263,31,922.1,33.43,35.52,51.35,44.23
13935,596,80,6116.92,6.37,62.26,91.27,70.41
13936,179,59,939.66,40.88,53.67,51.93,50.76
13937,169,54,880.13,42.07,51.38,50.0,49.19
13938,35,7,71.66,69.46,7.81,1.93,13.71
13939,23,110,1560.96,76.96,70.32,65.94,68.82
13940,17,49,839.14,82.05,48.49,48.62,53.59
13941,21,94,11122.3,79.01,66.55,96.02,85.22
13942,534,1,320.0,9.91,0.86,22.9,14.78
13943,577,15,246.54,7.52,18.32,17.33,16.13
13944,653,35,200.43,3.47,38.89,13.23,18.95
13945,394,51,854.15,22.21,49.74,49.25,45.33
13946,79,56,1876.23,53.08,52.27,70.52,62.8
13947,65,5,90.6,57.51,5.13,3.01,11.78
13948,360,24,548.76,27.57,28.77,37.13,33.36
13949,2,160,2427.32,97.17,78.8,76.26,80.11
13950,11,35,745.06,86.73,38.89,45.13,49.62
13951,176,39,674.45,41.25,41.83,42.43,42.09
13952,217,408,12823.52,37.33,93.85,96.84,87.07
13953,7,25,6640.68,91.75,29.8,92.17,74.65
13954,1,25,439.92,98.82,29.8,31.94,41.37
13955,154,85,545.17,43.61,63.91,36.91,45.47
13956,5,141,1026.42,92.78,76.03,54.7,66.38
13957,417,27,458.25,18.74,31.64,32.86,30.4
13958,379,227,4709.23,24.95,85.31,88.23,77.92
13959,79,153,1076.18,53.08,77.75,56.03,61.67
13960,21,12,230.22,79.01,14.64,15.98,25.06
13961,392,19,538.4,22.65,23.43,36.57,30.8
13962,21,23,362.8,79.01,27.7,26.52,34.73
13963,308,165,3011.87,30.14,79.31,80.43,72.57
13964,387,24,438.9,23.3,28.77,31.84,29.7
13965,476,24,996.61,12.99,28.77,53.69,40.61
13966,435,21,390.86,16.02,25.62,28.67,25.92
13967,145,6,166.3,44.37,6.46,10.29,14.33
13968,423,8,123.66,17.81,9.04,5.84,8.53
13969,7,1049,13365.87,91.75,99.02,97.03,96.79
13970,386,13,846.55,23.5,15.88,48.94,35.87
13971,18,255,4667.57,80.97,87.25,88.12,86.81
13972,70,15,190.25,56.27,18.32,12.46,20.67
13973,287,11,264.7,31.44,13.32,18.49,18.98
13974,49,43,677.72,63.98,44.73,42.53,46.36
13975,31,715,5358.84,71.35,97.5,89.66,89.11
13976,206,56,1192.36,38.27,52.27,58.99,54.0
13977,411,13,519.81,19.55,15.88,35.77,27.77
13978,14,15,196.79,85.13,18.32,12.99,25.3
13979,73,382,3409.93,54.93,93.13,82.88,81.56
13980,60,61,799.92,59.32,54.63,47.28,51.15
13981,415,22,331.14,19.01,26.64,23.97,23.98
13982,39,217,4445.59,67.44,84.46,87.32,83.54
13983,29,320,7108.45,72.9,90.81,92.87,89.3
13984,26,85,2048.6,74.47,63.91,72.61,70.45
13985,4,480,10020.86,93.99,95.08,95.57,95.2
13986,17,12,320.46,82.05,14.64,22.93,29.48
13987,379,46,682.54,24.95,46.68,42.74,41.18
13988,19,290,4757.8,80.0,89.29,88.38,87.38
13989,65,86,2026.06,57.51,64.29,72.27,67.82
13990,213,16,311.3,37.68,19.57,22.11,23.74
13991,12,79,854.97,85.84,61.81,49.27,58.26
13992,30,11,219.5,72.08,13.32,15.02,23.1
13993,42,261,6775.71,66.38,87.75,92.48,87.24
13994,3,144,2313.14,95.6,76.51,75.26,78.66
13995,15,230,3902.01,84.24,85.55,85.24,85.18
13996,386,32,845.76,23.5,36.31,48.91,41.57
13997,519,44,382.31,10.67,45.43,27.85,30.2
13998,446,31,566.7,15.08,35.52,37.9,33.81
13999,10,466,9502.26,87.92,94.87,95.08,93.94
14000,211,49,2046.34,37.99,48.49,72.52,60.61
14001,45,103,4530.09,65.05,68.68,87.65,78.94
14002,134,47,529.73,45.38,47.28,36.06,40.6
14003,732,16,209.41,0.58,19.57,14.11,13.61
14004,43,241,6258.45,65.96,86.53,91.42,86.23
14005,9,84,2874.72,89.18,63.56,79.55,76.51
14006,115,77,2196.67,47.45,61.07,74.13,66.47
14007,512,5,79.48,10.92,5.13,2.36,4.42
14008,432,32,509.04,16.44,36.31,35.22,32.71
14009,198,74,1099.91,39.0,60.03,56.75,55.01
14010,565,23,445.15,8.06,27.7,32.16,27.3
14011,480,32,457.82,12.71,36.31,32.84,30.79
14012,277,11,328.8,32.15,13.32,23.68,22.05
14013,110,68,1084.57,48.1,57.72,56.34,55.49
14014,77,76,1948.21,53.85,60.77,71.43,65.81
14015,52,20,917.34,62.42,24.59,51.13,45.39
14016,161,446,11303.41,42.78,94.53,96.14,87.68
14017,571,14,229.75,7.87,17.13,15.89,15.04
14018,645,13,367.15,3.86,15.88,26.83,20.32
14019,46,66,1421.61,64.59,56.84,63.76,61.95
14020,16,72,1249.01,83.19,59.38,60.39,63.53
14021,155,90,1716.58,43.45,65.35,68.39,63.8
14022,225,47,792.15,36.71,47.28,46.87,45.46
14023,7,31,584.07,91.75,35.52,38.74,45.79
14024,121,34,645.74,46.86,37.94,41.3,41.19
14025,464,98,4057.9,13.8,67.53,85.82,69.89
14026,470,50,713.11,13.44,49.13,43.97,40.83
14027,60,6,104.82,59.32,6.46,3.86,12.91
14028,550,9,10396.5,8.92,10.38,95.75,58.82
14029,63,15,467.66,58.53,18.32,33.22,32.84
14030,18,814,8262.29,80.97,98.15,93.97,93.19
14031,7,745,40999.17,91.75,97.74,99.33,97.75
14032,2,230,4850.27,97.17,85.55,88.55,89.0
14033,555,1,109.44,8.61,0.86,4.31,3.99
14034,22,84,651.82,78.0,63.56,41.46,53.13
14035,28,140,2856.72,73.75,75.82,79.34,77.52
14036,284,38,626.65,31.55,41.08,40.53,39.34
14037,176,114,836.95,41.25,71.03,48.58,53.77
14038,78,161,3069.88,53.46,78.86,80.76,76.13
14039,33,10,267.28,70.06,11.83,18.71,24.49
14040,40,756,12645.57,66.89,97.82,96.77,92.58
14041,266,21,141.41,33.13,25.62,7.74,16.56
14042,725,21,431.98,1.12,25.62,31.41,25.25
14043,491,39,304.25,12.19,41.83,21.17,25.61
14044,26,811,3119.35,74.47,98.09,81.12,84.87
14045,109,37,11313.03,48.23,40.31,96.16,73.33
14046,284,13,151.59,31.55,15.88,8.71,14.15
14047,8,152,4255.03,90.45,77.61,86.52,84.61
14048,305,138,748.69,30.3,75.47,45.25,51.47
14049,16,1055,13239.03,83.19,99.04,96.99,95.5
14050,31,54,746.36,71.35,51.38,45.2,50.85
14051,0,317,22434.0,100.0,90.7,98.62,96.61
14052,19,121,480.81,80.0,72.23,33.82,51.5
14053,124,8,572.3,46.58,9.04,38.29,31.35
14054,65,6,92.46,57.51,6.46,3.09,12.2
14055,106,33,1520.96,48.79,37.08,65.38,54.97
14056,1,1066,8214.65,98.82,99.06,93.9,96.08
14057,23,443,8408.84,76.96,94.45,94.09,91.62
14058,462,24,469.19,14.1,28.77,33.37,29.19
14059,266,8,183.6,33.13,9.04,11.88,14.27
14060,4,258,9519.08,93.99,87.5,95.1,92.8
14061,507,19,917.43,11.23,23.43,51.14,37.4
14062,9,338,25604.2,89.18,91.47,98.8,95.31
14063,686,38,9471.5,1.93,41.08,95.04,65.97
14064,29,219,3332.42,72.9,84.6,82.47,81.63
14065,389,49,891.02,23.01,48.49,50.22,45.65
14066,266,7,152.55,33.13,7.81,8.78,12.16
14067,63,52,374.7,58.53,50.28,27.29,38.41
14068,320,105,1528.37,29.07,69.17,65.5,61.06
14069,514,41,230.06,10.82,43.2,15.93,22.8
14070,684,40,326.55,2.0,42.53,23.5,25.6
14071,3,319,1424.0,95.6,90.76,63.84,76.14
14072,666,19,390.85,2.9,23.43,28.66,23.33
14073,32,13,151.04,70.68,15.88,8.65,19.98
14074,623,6,219.4,5.01,6.46,15.0,11.11
14075,4,80,1724.87,93.99,62.26,68.52,70.59
14076,129,43,122.47,45.96,44.73,5.72,22.68
14077,40,56,615.08,66.89,52.27,40.14,47.55
14078,101,145,1690.98,49.25,76.67,67.87,67.54
14079,124,12,375.1,46.58,14.64,27.31,26.65
14080,32,83,1115.68,70.68,63.25,57.13,60.87
14081,302,815,5370.1,30.53,98.18,89.71,83.21
14082,364,64,413.36,27.33,56.05,30.09,36.95
14083,4,185,1407.26,93.99,81.62,63.41,73.1
14084,512,7,150.5,10.92,7.81,8.55,8.7
14085,2,1033,10089.97,97.17,98.91,95.61,96.77
14086,462,1,39.95,14.1,0.86,0.84,2.83
14087,2,198,846.22,97.17,82.88,48.92,65.67
14088,10,682,64036.8,87.92,97.3,99.61,97.21
14089,56,13,161.0,61.2,15.88,9.7,19.15
14090,324,1,76.32,28.87,0.86,2.2,5.83
14091,654,13,9530.08,3.39,15.88,95.11,59.17
14092,7,373,7229.45,91.75,92.92,92.99,92.79
14093,12,95,442.85,85.84,66.82,32.04,49.85
14094,439,41,335.22,15.49,43.2,24.27,28.25
14095,722,1,2.95,1.41,0.86,0.02,0.46
14096,4,5064,53258.43,93.99,99.93,99.45,98.77
14097,481,40,422.86,12.64,42.53,30.88,31.41
14098,36,21,147.35,68.89,25.62,8.23,22.2
14099,16,518,5765.71,83.19,95.69,90.69,90.96
14100,137,24,194.9,45.1,28.77,12.85,22.14
14101,73,90,9961.93,54.93,65.35,95.47,80.95
14102,5,56,1360.28,92.78,52.27,62.66,64.27
14104,154,128,768.58,43.61,73.67,45.73,53.23
14105,239,279,5988.83,35.63,88.82,91.03,82.1
14106,737,1,214.8,0.14,0.86,14.5,8.53
14107,51,236,4877.3,62.88,86.13,88.62,84.06
14108,30,52,1044.96,72.08,50.28,55.19,56.35
14109,72,9,144.2,55.35,10.38,7.95,15.74
14110,3,399,12987.95,95.6,93.63,96.87,95.78
14111,14,10,692.85,85.13,11.83,43.25,40.74
14112,22,326,5834.59,78.0,90.99,90.81,88.94
14113,3,122,7092.61,95.6,72.47,92.82,87.54
14114,273,74,1364.09,32.59,60.03,62.78,57.48
14115,501,22,622.67,11.59,26.64,40.4,32.22
14116,19,72,1382.74,80.0,59.38,63.07,64.58
14117,143,3,90.0,44.52,3.06,2.93,9.2
14118,428,15,458.45,17.16,18.32,32.88,26.44
14119,375,11,183.37,25.68,13.32,11.83,14.32
14121,3,159,2780.15,95.6,78.67,78.84,81.31
14122,406,13,362.42,20.44,15.88,26.49,22.61
14123,733,24,436.18,0.47,28.77,31.66,26.17
14124,84,4,419.58,52.17,4.04,30.59,26.39
14125,10,166,2740.43,87.92,79.48,78.47,80.17
14126,7,43,1172.46,91.75,44.73,58.46,59.61
14127,122,117,1900.08,46.77,71.56,70.9,67.46
14128,60,65,924.21,59.32,56.46,51.47,54.04
14129,1,109,2591.34,98.82,70.07,77.6,78.67
14130,319,219,1882.67,29.15,84.6,70.64,68.33
14131,648,45,187.87,3.67,46.1,12.24,20.43
14132,2,200,3586.03,97.17,83.08,83.7,85.55
14133,129,36,911.14,45.96,39.65,50.87,46.99
14134,382,180,11123.35,24.17,81.28,96.04,81.12
14135,1,219,9643.92,98.82,84.6,95.18,92.76
14136,400,106,1570.81,21.21,69.4,66.11,60.3
14137,695,11,332.7,1.65,13.32,24.13,17.73
14138,1,46,982.38,98.82,46.68,53.37,58.31
14139,46,69,1086.8,64.59,58.13,56.37,58.1
14140,3,66,935.05,95.6,56.84,51.81,59.79
14141,2,40,915.13,97.17,42.53,51.03,55.57
14142,373,44,983.15,26.17,45.43,53.4,47.08
14143,133,7,115.8,45.58,7.81,5.26,12.02
14144,486,1,30.6,12.41,0.86,0.52,2.4
14145,46,25,7600.05,64.59,29.8,93.27,71.2
14146,8,456,9450.3,90.45,94.63,95.01,94.22
14147,78,30,2590.2,53.46,34.62,77.58,61.93
14148,233,17,466.29,36.26,20.78,33.19,30.17
14149,220,28,446.62,36.85,32.66,32.21,33.03
14150,35,26,658.64,69.46,30.75,41.73,42.81
14151,673,44,679.45,2.53,45.43,42.63,37.4
14152,75,133,1997.34,54.19,74.49,71.99,70.02
14153,483,17,233.4,12.59,20.78,16.25,16.97
14154,239,292,6460.7,35.63,89.38,91.83,82.71
14155,266,6,118.75,33.13,6.46,5.4,9.86
14156,9,3990,303578.63,89.18,99.9,99.97,98.33
14157,19,83,1002.78,80.0,63.25,53.91,60.44
14158,40,41,507.66,66.89,43.2,35.08,42.13
14159,19,1787,7926.79,80.0,99.69,93.66,93.3
14160,610,107,8421.47,5.63,69.66,94.1,73.99
14161,215,270,3318.88,37.46,88.26,82.33,77.26
14162,173,25,289.36,41.49,29.8,19.98,25.95
14163,87,58,2594.62,51.47,53.2,77.63,66.87
14164,70,29,1631.77,56.27,33.69,67.11,56.12
14165,275,23,122.54,32.37,27.7,5.74,15.88
14166,505,50,256.85,11.33,49.13,18.05,25.74
14167,39,107,1296.49,67.44,69.66,61.5,64.68
14168,420,15,370.45,18.4,18.32,26.95,23.25
14169,430,59,616.03,16.82,53.67,40.19,40.46
14170,375,142,597.33,25.68,76.2,39.11,47.48
14171,98,63,498.79,49.68,55.62,34.69,42.8
14172,605,44,402.72,5.84,45.43,29.43,30.37
14173,10,33,586.0,87.92,37.08,38.77,45.67
14174,33,26,134.46,70.06,30.75,6.89,23.04
14175,59,331,7678.88,59.82,91.17,93.32,87.69
14176,297,37,916.01,30.77,40.31,51.06,45.01
14177,86,202,2229.34,51.66,83.31,74.42,73.5
14178,8,307,1600.93,90.45,90.22,66.59,76.79
14179,40,145,719.78,66.89,76.67,44.26,56.73
14180,10,289,6319.25,87.92,89.23,91.56,90.36
14181,410,52,310.55,19.75,50.28,21.94,29.55
14182,443,50,678.77,15.29,49.13,42.57,40.31
14183,411,33,286.29,19.55,37.08,19.82,24.61
14184,66,24,452.89,57.08,28.77,32.6,35.2
14185,331,3,197.65,28.53,3.06,13.11,12.61
14186,427,104,1550.63,17.36,68.94,65.82,59.43
14187,473,8,123.5,13.16,9.04,5.83,7.83
14188,30,65,2054.36,72.08,56.46,72.68,68.05
14189,2,307,5814.39,97.17,90.22,90.79,91.59
14190,666,1,79.9,2.9,0.86,2.4,2.05
14191,1,265,4817.66,98.82,87.99,88.47,89.88
14192,388,14,293.74,23.15,17.13,20.27,19.82
14193,67,64,1210.19,56.72,56.05,59.5,58.12
14194,4,952,18670.59,93.99,98.67,98.22,97.71
14195,201,16,2615.6,38.7,19.57,77.82,55.64
14196,106,6,335.52,48.79,6.46,24.3,22.98
14197,410,20,390.05,19.75,24.59,28.59,26.14
14198,18,91,1569.73,80.97,65.62,66.08,68.18
14199,218,18,1091.7,37.1,22.05,56.53,43.96
14200,617,21,379.2,5.42,25.62,27.61,23.73
14201,60,55,1193.54,59.32,51.85,59.06,57.08
14202,381,29,847.76,24.44,33.69,48.99,41.02
14203,397,16,339.34,21.48,19.57,24.59,22.72
14204,2,215,1062.96,97.17,84.25,55.67,69.9
14205,16,123,2414.2,83.19,72.69,76.08,76.2
14206,239,71,1185.01,35.63,58.95,58.8,55.37
14207,687,2,157.8,1.89,2.16,9.31,6.2
14208,94,35,567.05,50.29,38.89,37.95,40.07
14209,10,231,4993.27,87.92,85.74,88.91,87.87
14210,105,314,5861.52,49.0,90.56,90.86,84.5
14211,53,240,4402.29,61.89,86.45,87.15,83.16
14212,89,21,2190.14,50.98,25.62,74.08,57.05
14213,404,5,1192.2,20.61,5.13,58.97,38.14
14214,30,67,1004.38,72.08,57.27,53.98,57.62
14215,11,186,3416.33,86.73,81.68,82.93,83.15
14216,3,77,2150.04,95.6,61.07,73.74,73.47
14217,1,174,3416.89,98.82,80.47,82.95,84.63
14218,42,12,169.48,66.38,14.64,10.63,20.11
14219,4,43,633.83,93.99,44.73,40.87,49.92
14220,247,38,1515.0,34.81,41.08,65.29,53.94
14221,42,347,6517.49,66.38,91.86,91.93,88.08
14222,177,41,683.17,41.09,43.2,42.79,42.65
14223,92,60,991.13,50.58,54.17,53.59,53.3
14224,110,223,1897.9,48.1,84.94,70.85,71.38
14225,434,85,2037.02,16.2,63.91,72.4,61.59
14226,28,96,3002.53,73.75,67.09,80.38,75.67
14227,26,376,6366.16,74.47,92.97,91.66,89.45
14228,437,38,745.5,15.68,41.08,45.15,39.59
14229,51,72,2594.04,62.88,59.38,77.61,70.3
14230,435,33,979.8,16.02,37.08,53.32,43.17
14231,183,69,1235.62,40.6,58.13,60.08,56.61
14232,42,115,2048.07,66.38,71.21,72.57,71.26
14233,49,73,2904.27,63.98,59.71,79.72,71.75
14234,22,135,775.46,78.0,74.91,46.0,58.89
14235,75,148,4717.99,54.19,77.02,88.26,80.0
14236,80,47,1744.64,52.83,47.28,68.78,60.37
14237,373,26,632.14,26.17,30.75,40.82,35.8
14238,326,13,434.23,28.74,15.88,31.56,26.75
14239,43,210,4263.17,65.96,83.86,86.55,82.71
14240,30,61,1247.49,72.08,54.63,60.34,60.5
14241,183,12,333.7,40.6,14.64,24.18,23.97
14242,234,16,280.55,36.14,19.57,19.4,21.96
14243,8,363,7431.05,90.45,92.47,93.11,92.54
14244,660,16,366.42,3.14,19.57,26.79,21.23
14245,219,108,1693.45,36.92,69.87,67.94,63.83
14246,110,75,1474.06,48.1,60.4,64.7,61.0
14247,278,108,772.66,32.08,69.87,45.81,50.49
14248,318,47,1032.95,29.28,47.28,54.94,48.95
14249,410,261,5625.46,19.75,87.75,90.31,79.01
14250,7,111,1904.05,91.75,70.57,70.93,73.95
14251,1,78,2879.7,98.82,61.39,79.58,77.37
14252,381,10,350.99,24.44,11.83,25.5,21.51
14253,493,12,363.4,12.0,14.64,26.57,21.04
14254,432,23,601.03,16.44,27.7,39.3,32.63
14256,260,133,2473.99,33.86,74.49,76.66,69.63
14257,64,240,5954.45,58.01,86.45,90.93,84.74
14258,9,300,32051.34,89.18,89.86,99.09,95.02
14259,141,5,120.0,44.7,5.13,5.52,11.29
14260,471,51,824.28,13.35,49.74,48.02,43.3
14261,50,52,1163.45,63.46,50.28,58.34,56.85
14262,8,143,2618.23,90.45,76.35,77.85,79.32
14263,423,16,322.93,17.81,19.57,23.21,21.38
14264,154,79,1517.36,43.61,61.81,65.35,61.09
14265,109,79,1373.35,48.23,61.81,62.9,60.39
14266,428,1,40.56,17.16,0.86,0.87,3.31
